model,family,scope,method,label,x,y
convnext_tiny_emotion,cnn,all,single_frame,positive,0.6364,0.2121
convnext_tiny_emotion,cnn,all,single_frame,positive,0.6364,0.2154
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5909,0.2031
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5909,0.2063
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5909,0.2097
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5909,0.2131
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5909,0.2167
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5455,0.2034
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5455,0.2069
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5455,0.2105
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.1964
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2037
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2075
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2115
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2157
convnext_tiny_emotion,cnn,all,single_frame,positive,0.5000,0.2200
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4545,0.2041
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.1875
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.1915
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.1957
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2045
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2093
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2143
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2195
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2250
convnext_tiny_emotion,cnn,all,single_frame,positive,0.4091,0.2308
convnext_tiny_emotion,cnn,all,single_frame,positive,0.3636,0.2105
convnext_tiny_emotion,cnn,all,single_frame,positive,0.3636,0.2162
convnext_tiny_emotion,cnn,all,single_frame,positive,0.3636,0.2222
convnext_tiny_emotion,cnn,all,single_frame,positive,0.3182,0.2000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.3182,0.2059
convnext_tiny_emotion,cnn,all,single_frame,positive,0.2727,0.1818
convnext_tiny_emotion,cnn,all,single_frame,positive,0.2273,0.1562
convnext_tiny_emotion,cnn,all,single_frame,positive,0.2273,0.1613
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1333
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1379
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1429
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1481
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1538
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1818,0.1600
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1364,0.1250
convnext_tiny_emotion,cnn,all,single_frame,positive,0.1364,0.1304
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0909,0.0909
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0909,0.0952
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0455,0.0500
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0455,0.0526
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0455,0.0556
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0455,0.0588
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0455,0.0625
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,0.0000
convnext_tiny_emotion,cnn,all,single_frame,positive,0.0000,1.0000
